Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
4806,Pepper,Dark Green,0.56,53.16,35.31,Healthy
4807,Pepper,Dark Green,7.29,67.82,30.33,Mild Infection
4808,Potato,Green,5.48,73.7,30.88,Mild Infection
4809,Tomato,Dark Green,1.19,54.27,19.86,Healthy
4810,Pepper,Dark Green,7.01,67.51,36.49,Mild Infection
4811,Pepper,Dark Green,8.75,85.69,24.43,Severe Infection
4812,Pepper,Dark Green,9.61,62.98,34.46,Mild Infection
4813,Tomato,Green,7.04,53.89,36.25,Healthy
4814,Pepper,Dark Green,4.65,62.49,32.56,Mild Infection
4815,Pepper,Green,5.08,64.73,22.15,Mild Infection
4816,Potato,Dark Green,6.31,85.18,18.63,Severe Infection
4817,Pepper,Green,3.42,56.1,26.64,Healthy
4818,Cucumber,Green,3.67,85.14,18.83,Mild Infection
4819,Cucumber,Dark Green,4.12,78.87,24.56,Mild Infection
4820,Cucumber,Yellowish,6.3,91.29,28.74,Severe Infection
4821,Tomato,Yellowish,1.2,61.69,18.03,Healthy
4822,Tomato,Green,8.25,61.06,22.89,Mild Infection
4823,Tomato,Green,0.48,64.44,38.77,Healthy
4824,Cucumber,Dark Green,8.1,94.87,37.51,Severe Infection
4825,Cucumber,Yellowish,3.05,52.72,34.17,Healthy
4826,Pepper,Dark Green,9.14,83.26,24.88,Severe Infection
4827,Tomato,Green,8.81,86.62,34.97,Severe Infection
4828,Tomato,Yellowish,8.88,73.14,24.51,Mild Infection
4829,Cucumber,Dark Green,6.39,66.01,18.86,Mild Infection
4830,Cucumber,Green,1.89,90.95,39.16,Healthy
4831,Cucumber,Green,3.47,45.07,34.05,Healthy
4832,Potato,Dark Green,4.06,60.51,21.2,Mild Infection
4833,Tomato,Yellowish,5.27,71.73,18.9,Mild Infection
4834,Potato,Yellowish,9.22,86.08,37.42,Severe Infection
4835,Potato,Green,8.94,47.08,30.25,Healthy
4836,Tomato,Green,1.65,64.11,23.78,Healthy
4837,Cucumber,Green,3.2,68.3,22.4,Mild Infection
4838,Potato,Dark Green,8.12,48.11,19.61,Healthy
4839,Pepper,Green,6.69,81.43,33.76,Severe Infection
4840,Tomato,Green,6.21,75.33,18.84,Severe Infection
4841,Tomato,Green,2.77,67.52,25.87,Healthy
4842,Cucumber,Green,3.42,78.1,37.16,Mild Infection
4843,Tomato,Green,9.86,57.72,39.43,Healthy
4844,Cucumber,Dark Green,2.92,91.38,29.5,Healthy
4845,Tomato,Yellowish,5.8,91.12,21.79,Mild Infection
4846,Pepper,Yellowish,7.47,45.15,34.9,Healthy
4847,Tomato,Dark Green,7.38,79.54,30.53,Severe Infection
4848,Pepper,Yellowish,1.27,88.54,30.81,Healthy
4849,Pepper,Yellowish,2.65,86.46,37.75,Healthy
4850,Tomato,Green,5.6,45.5,18.74,Healthy
4851,Cucumber,Yellowish,7.62,41.71,30.19,Healthy
4852,Pepper,Yellowish,3.67,86.24,18.74,Mild Infection
4853,Cucumber,Dark Green,9.54,64.6,19.59,Mild Infection
4854,Pepper,Dark Green,9.86,90.73,27.37,Severe Infection
4855,Potato,Yellowish,5.67,49.76,20.41,Healthy
4856,Potato,Dark Green,9.34,45.29,27.34,Healthy
4857,Pepper,Dark Green,8.1,47.76,18.02,Healthy
4858,Cucumber,Yellowish,2.09,74.86,38.12,Healthy
4859,Cucumber,Dark Green,1.33,48.94,32.83,Healthy
4860,Pepper,Yellowish,1.71,65.49,31.19,Healthy
4861,Cucumber,Green,1.58,56.65,32.57,Healthy
4862,Tomato,Green,5.65,88.91,29.43,Mild Infection
4863,Potato,Dark Green,5.59,92.88,31.26,Mild Infection
4864,Cucumber,Yellowish,9.36,44.45,30.7,Healthy
4865,Tomato,Green,7.88,94.04,29.61,Severe Infection
4866,Pepper,Green,4.7,75.64,25.45,Mild Infection
4867,Potato,Green,2.3,56.42,38.32,Healthy
4868,Potato,Yellowish,4.37,74.68,34.49,Mild Infection
4869,Potato,Dark Green,6.38,74.79,24.34,Mild Infection
4870,Pepper,Yellowish,9.24,66.91,25.52,Mild Infection
4871,Tomato,Green,2.19,71.98,30.08,Healthy
4872,Cucumber,Dark Green,0.01,75.87,34.0,Healthy
4873,Potato,Dark Green,2.63,49.05,23.14,Healthy
4874,Cucumber,Yellowish,3.15,46.77,39.7,Healthy
4875,Cucumber,Green,8.55,45.88,33.83,Healthy
4876,Cucumber,Yellowish,0.57,41.15,22.91,Healthy
4877,Cucumber,Dark Green,5.16,63.73,23.06,Mild Infection
4878,Cucumber,Dark Green,5.67,91.73,37.93,Mild Infection
4879,Cucumber,Dark Green,7.28,60.96,27.06,Mild Infection
4880,Tomato,Yellowish,3.36,87.12,38.77,Mild Infection
4881,Tomato,Green,8.14,62.29,20.76,Mild Infection
4882,Potato,Dark Green,2.07,69.05,32.56,Healthy
4883,Potato,Dark Green,4.11,86.12,28.36,Mild Infection
4884,Pepper,Dark Green,6.8,80.15,20.9,Severe Infection
4885,Tomato,Yellowish,9.13,87.65,18.73,Severe Infection
4886,Tomato,Dark Green,8.37,75.52,23.5,Severe Infection
4887,Pepper,Yellowish,4.08,47.44,30.56,Healthy
4888,Cucumber,Green,2.9,88.5,27.01,Healthy
4889,Potato,Green,3.75,71.62,26.85,Mild Infection
4890,Cucumber,Dark Green,2.98,63.65,39.66,Healthy
4891,Potato,Yellowish,6.11,81.2,25.23,Severe Infection
4892,Pepper,Dark Green,2.24,40.85,27.59,Healthy
4893,Tomato,Dark Green,5.5,42.97,28.06,Healthy
4894,Cucumber,Yellowish,2.1,45.76,36.1,Healthy
4895,Pepper,Dark Green,1.5,57.41,26.8,Healthy
4896,Tomato,Yellowish,4.91,84.09,27.71,Mild Infection
4897,Cucumber,Yellowish,2.58,78.83,28.79,Healthy
4898,Cucumber,Yellowish,2.69,71.74,22.87,Healthy
4899,Tomato,Yellowish,1.3,42.43,39.83,Healthy
4900,Tomato,Yellowish,8.81,61.71,28.83,Mild Infection
4901,Potato,Yellowish,0.02,69.56,19.08,Healthy
4902,Cucumber,Green,1.14,77.43,20.67,Healthy
4903,Cucumber,Dark Green,1.78,75.63,33.67,Healthy
4904,Cucumber,Yellowish,8.53,91.72,23.73,Severe Infection
4905,Pepper,Green,8.22,82.49,21.71,Severe Infection
4906,Tomato,Yellowish,2.63,72.82,25.42,Healthy
4907,Pepper,Yellowish,3.59,68.04,30.88,Mild Infection
4908,Cucumber,Yellowish,2.1,70.98,32.25,Healthy
4909,Tomato,Green,9.92,89.74,39.31,Severe Infection
4910,Potato,Yellowish,1.71,76.49,25.61,Healthy
4911,Potato,Yellowish,8.26,78.13,35.26,Severe Infection
4912,Cucumber,Dark Green,2.44,88.4,39.99,Healthy
4913,Potato,Yellowish,9.82,72.26,23.75,Mild Infection
4914,Cucumber,Green,6.88,47.07,18.58,Healthy
4915,Tomato,Dark Green,0.84,91.47,23.15,Healthy
4916,Tomato,Dark Green,9.15,41.04,18.79,Healthy
4917,Tomato,Green,2.71,62.59,18.4,Healthy
4918,Potato,Yellowish,4.47,73.85,34.58,Mild Infection
4919,Cucumber,Dark Green,2.98,57.77,36.46,Healthy
4920,Cucumber,Green,9.13,47.53,33.11,Healthy
4921,Pepper,Dark Green,6.27,70.79,39.14,Mild Infection
4922,Pepper,Yellowish,7.2,89.96,20.3,Severe Infection
4923,Potato,Yellowish,5.68,45.27,38.3,Healthy
4924,Cucumber,Green,0.56,45.08,32.83,Healthy
4925,Potato,Green,6.77,75.02,22.87,Severe Infection
4926,Pepper,Dark Green,7.23,84.18,23.98,Severe Infection
4927,Potato,Dark Green,5.89,53.74,25.4,Healthy
4928,Tomato,Yellowish,2.28,62.33,36.18,Healthy
4929,Cucumber,Yellowish,6.42,84.34,25.78,Severe Infection
4930,Potato,Green,0.99,46.01,35.48,Healthy
4931,Potato,Yellowish,0.53,84.65,29.74,Healthy
4932,Tomato,Dark Green,4.51,42.25,33.51,Healthy
4933,Potato,Green,8.7,78.91,18.69,Severe Infection
4934,Pepper,Dark Green,9.6,47.0,21.86,Healthy
4935,Cucumber,Yellowish,3.36,84.08,26.75,Mild Infection
4936,Cucumber,Green,6.32,66.44,30.14,Mild Infection
4937,Cucumber,Dark Green,1.53,61.82,38.64,Healthy
4938,Potato,Yellowish,2.09,53.09,36.05,Healthy
4939,Pepper,Dark Green,0.69,47.14,33.74,Healthy
4940,Pepper,Yellowish,7.3,55.54,30.21,Healthy
4941,Potato,Yellowish,3.61,91.21,38.93,Mild Infection
4942,Cucumber,Green,4.48,80.63,37.65,Mild Infection
4943,Pepper,Green,2.3,62.87,36.71,Healthy
4944,Potato,Dark Green,5.61,60.49,23.07,Mild Infection
4945,Potato,Yellowish,4.09,57.61,38.1,Healthy
4946,Cucumber,Dark Green,8.07,46.24,23.45,Healthy
4947,Cucumber,Dark Green,9.11,61.24,39.0,Mild Infection
4948,Potato,Yellowish,6.27,63.54,22.34,Mild Infection
4949,Potato,Dark Green,0.18,46.9,35.3,Healthy
4950,Potato,Dark Green,3.13,58.21,34.29,Healthy
4951,Pepper,Dark Green,6.29,69.14,24.38,Mild Infection
4952,Pepper,Yellowish,0.0,76.02,24.23,Healthy
4953,Tomato,Yellowish,2.34,91.35,37.08,Healthy
4954,Tomato,Dark Green,7.91,70.86,28.46,Mild Infection
4955,Potato,Green,6.91,57.08,31.55,Healthy
4956,Pepper,Dark Green,4.03,88.15,27.14,Mild Infection
4957,Potato,Dark Green,1.14,70.31,33.59,Healthy
4958,Pepper,Yellowish,5.34,57.65,23.55,Healthy
4959,Tomato,Yellowish,1.81,91.87,35.49,Healthy
4960,Potato,Dark Green,7.83,61.17,26.85,Mild Infection
4961,Tomato,Yellowish,4.81,46.97,27.25,Healthy
4962,Pepper,Dark Green,6.86,59.98,19.15,Healthy
4963,Pepper,Green,8.03,50.71,35.95,Healthy
4964,Cucumber,Yellowish,2.88,56.41,32.04,Healthy
4965,Cucumber,Green,0.95,80.18,18.89,Healthy
4966,Pepper,Green,3.4,40.1,22.92,Healthy
4967,Cucumber,Green,3.35,68.79,22.5,Mild Infection
4968,Cucumber,Dark Green,6.95,41.08,20.97,Healthy
4969,Potato,Dark Green,7.58,52.69,25.72,Healthy
4970,Tomato,Green,6.84,77.89,30.47,Severe Infection
4971,Pepper,Yellowish,4.06,91.2,20.44,Mild Infection
4972,Potato,Dark Green,4.68,63.94,38.83,Mild Infection
4973,Pepper,Dark Green,9.27,84.6,39.58,Severe Infection
4974,Tomato,Green,6.89,60.18,20.33,Mild Infection
4975,Pepper,Green,1.93,80.34,37.17,Healthy
4976,Pepper,Green,5.51,89.38,25.7,Mild Infection
4977,Potato,Yellowish,5.25,46.92,30.97,Healthy
4978,Pepper,Green,1.11,68.97,25.13,Healthy
4979,Cucumber,Green,6.29,78.65,35.44,Severe Infection
4980,Potato,Yellowish,0.24,79.06,32.9,Healthy
4981,Tomato,Dark Green,2.16,58.31,32.73,Healthy
4982,Tomato,Yellowish,9.21,90.23,35.55,Severe Infection
4983,Cucumber,Dark Green,4.13,40.59,31.7,Healthy
4984,Potato,Green,7.94,93.96,31.5,Severe Infection
4985,Cucumber,Dark Green,0.22,50.09,34.68,Healthy
4986,Cucumber,Yellowish,3.65,40.77,32.46,Healthy
4987,Cucumber,Green,1.08,78.28,25.53,Healthy
4988,Pepper,Green,7.42,72.39,29.45,Mild Infection
4989,Pepper,Yellowish,1.79,47.76,31.39,Healthy
4990,Cucumber,Green,8.1,41.38,33.9,Healthy
4991,Pepper,Yellowish,6.72,47.02,37.87,Healthy
4992,Cucumber,Yellowish,7.85,64.59,27.61,Mild Infection
4993,Cucumber,Green,8.3,68.65,36.4,Mild Infection
4994,Tomato,Dark Green,7.88,41.56,36.23,Healthy
4995,Tomato,Dark Green,0.4,78.98,22.73,Healthy
4996,Cucumber,Dark Green,4.18,49.82,25.43,Healthy
4997,Pepper,Yellowish,0.29,66.22,23.95,Healthy
4998,Potato,Yellowish,8.67,61.77,24.57,Mild Infection
4999,Pepper,Dark Green,1.31,87.18,28.89,Healthy
5000,Potato,Green,8.25,64.27,19.43,Mild Infection
5001,Cucumber,Green,7.44,87.53,28.22,Severe Infection
5002,Potato,Green,7.86,84.17,27.5,Severe Infection
5003,Pepper,Yellowish,5.76,58.44,31.38,Healthy
5004,Cucumber,Green,9.68,49.89,28.29,Healthy
5005,Pepper,Yellowish,0.98,80.22,37.18,Healthy
5006,Tomato,Dark Green,4.9,92.93,36.35,Mild Infection
5007,Tomato,Dark Green,4.7,59.14,37.63,Healthy
5008,Pepper,Green,3.62,94.98,36.55,Mild Infection
5009,Cucumber,Dark Green,6.51,74.44,33.49,Mild Infection
5010,Tomato,Green,1.56,74.01,20.49,Healthy
5011,Cucumber,Yellowish,5.81,61.83,34.36,Mild Infection
5012,Potato,Dark Green,5.76,49.39,22.99,Healthy
5013,Cucumber,Yellowish,6.63,68.32,21.75,Mild Infection
5014,Cucumber,Green,9.76,54.19,28.81,Healthy
5015,Cucumber,Green,6.06,72.73,19.98,Mild Infection
5016,Potato,Yellowish,0.65,81.04,21.86,Healthy
5017,Cucumber,Dark Green,8.07,59.68,24.06,Healthy
5018,Tomato,Green,8.46,57.44,36.7,Healthy
5019,Potato,Yellowish,4.24,85.79,36.72,Mild Infection
5020,Potato,Yellowish,3.44,40.09,29.51,Healthy
5021,Cucumber,Yellowish,9.55,82.48,34.75,Severe Infection
5022,Pepper,Yellowish,5.72,81.84,21.3,Mild Infection
5023,Potato,Dark Green,3.09,40.63,20.87,Healthy
5024,Pepper,Yellowish,1.3,94.22,24.79,Healthy
5025,Pepper,Dark Green,8.62,72.32,19.41,Mild Infection
5026,Cucumber,Dark Green,7.28,50.55,25.34,Healthy
5027,Cucumber,Yellowish,0.53,43.95,34.44,Healthy
5028,Cucumber,Green,2.61,54.3,30.93,Healthy
5029,Potato,Dark Green,8.96,53.31,24.13,Healthy
5030,Tomato,Yellowish,9.12,80.19,38.2,Severe Infection
5031,Pepper,Green,2.04,50.88,36.55,Healthy
5032,Tomato,Yellowish,5.33,77.71,34.7,Mild Infection
5033,Potato,Yellowish,3.09,92.43,20.22,Mild Infection
5034,Pepper,Yellowish,2.82,40.84,22.84,Healthy
5035,Cucumber,Green,6.77,89.93,33.87,Severe Infection
5036,Potato,Green,3.92,83.01,21.42,Mild Infection
5037,Tomato,Green,3.17,46.07,27.23,Healthy
5038,Pepper,Green,2.32,45.03,29.31,Healthy
5039,Cucumber,Green,9.39,47.43,28.31,Healthy
5040,Pepper,Green,5.56,93.79,39.87,Mild Infection
5041,Pepper,Green,3.09,57.39,27.34,Healthy
5042,Potato,Dark Green,7.87,76.58,33.2,Severe Infection
5043,Tomato,Green,9.23,59.81,39.3,Healthy
5044,Pepper,Dark Green,0.48,64.86,36.86,Healthy
5045,Cucumber,Green,4.57,92.58,38.31,Mild Infection
5046,Tomato,Green,1.57,64.88,27.34,Healthy
5047,Potato,Yellowish,4.44,69.56,18.5,Mild Infection
5048,Cucumber,Green,9.1,77.4,31.97,Severe Infection
5049,Tomato,Yellowish,5.41,70.64,35.32,Mild Infection
5050,Pepper,Green,7.34,55.69,39.03,Healthy
5051,Tomato,Green,5.95,47.02,36.91,Healthy
5052,Cucumber,Dark Green,8.46,84.87,35.66,Severe Infection
5053,Tomato,Yellowish,0.66,92.78,25.86,Healthy
5054,Pepper,Dark Green,3.57,94.61,30.39,Mild Infection
5055,Cucumber,Yellowish,4.19,54.13,32.61,Healthy
5056,Tomato,Green,2.93,77.61,35.42,Healthy
5057,Tomato,Dark Green,2.02,66.83,24.92,Healthy
5058,Cucumber,Green,2.69,61.33,24.31,Healthy
5059,Pepper,Dark Green,1.73,43.84,32.91,Healthy
5060,Tomato,Green,7.68,43.38,23.94,Healthy
5061,Tomato,Yellowish,8.74,65.5,28.35,Mild Infection
5062,Tomato,Green,8.47,68.22,32.76,Mild Infection
5063,Pepper,Dark Green,7.4,62.16,37.96,Mild Infection
5064,Pepper,Yellowish,5.21,69.13,25.65,Mild Infection
5065,Pepper,Yellowish,8.61,63.01,33.71,Mild Infection
5066,Potato,Green,2.5,62.44,33.12,Healthy
5067,Tomato,Dark Green,9.11,88.26,27.2,Severe Infection
5068,Tomato,Dark Green,9.5,45.84,23.13,Healthy
5069,Cucumber,Dark Green,1.61,45.37,18.33,Healthy
5070,Tomato,Yellowish,6.36,72.03,39.69,Mild Infection
5071,Cucumber,Dark Green,2.6,83.99,25.6,Healthy
5072,Cucumber,Yellowish,8.95,65.7,23.28,Mild Infection
5073,Potato,Green,8.0,55.91,35.8,Healthy
5074,Potato,Yellowish,8.27,73.36,31.29,Mild Infection
5075,Tomato,Green,4.96,70.06,30.18,Mild Infection
5076,Cucumber,Green,4.08,91.0,30.95,Mild Infection
5077,Tomato,Yellowish,5.0,82.24,39.14,Mild Infection
5078,Potato,Dark Green,8.97,64.24,28.54,Mild Infection
5079,Potato,Dark Green,4.12,88.42,27.54,Mild Infection
5080,Pepper,Green,5.59,67.39,30.19,Mild Infection
5081,Potato,Green,8.11,49.76,23.55,Healthy
5082,Cucumber,Dark Green,2.14,47.48,28.95,Healthy
5083,Pepper,Yellowish,7.1,57.9,21.16,Healthy
5084,Cucumber,Yellowish,8.08,47.91,18.2,Healthy
5085,Pepper,Yellowish,4.17,61.71,33.1,Mild Infection
5086,Potato,Dark Green,5.24,57.02,31.34,Healthy
5087,Potato,Green,5.19,54.51,18.27,Healthy
5088,Tomato,Dark Green,4.71,92.96,30.97,Mild Infection
5089,Pepper,Green,3.23,91.03,36.22,Mild Infection
5090,Tomato,Green,7.44,54.44,29.1,Healthy
5091,Pepper,Dark Green,8.06,43.73,33.92,Healthy
5092,Cucumber,Dark Green,8.89,76.53,27.39,Severe Infection
5093,Cucumber,Yellowish,8.83,68.9,33.21,Mild Infection
5094,Tomato,Green,7.27,77.55,33.42,Severe Infection
5095,Potato,Yellowish,3.56,62.21,22.72,Mild Infection
5096,Cucumber,Yellowish,2.52,49.68,34.35,Healthy
5097,Cucumber,Green,0.8,94.01,26.6,Healthy
5098,Cucumber,Green,4.19,72.49,31.19,Mild Infection
5099,Potato,Yellowish,5.05,42.97,29.36,Healthy
5100,Cucumber,Yellowish,7.08,66.44,38.49,Mild Infection
5101,Cucumber,Green,8.32,50.83,35.1,Healthy
5102,Potato,Dark Green,7.4,51.73,26.47,Healthy
5103,Potato,Yellowish,5.23,41.08,32.77,Healthy
5104,Tomato,Dark Green,0.26,72.47,19.54,Healthy
5105,Tomato,Dark Green,8.46,69.59,37.97,Mild Infection
5106,Pepper,Dark Green,7.05,42.04,29.78,Healthy
5107,Cucumber,Dark Green,7.72,46.11,24.13,Healthy
5108,Pepper,Dark Green,1.64,84.66,25.03,Healthy
5109,Tomato,Yellowish,1.17,64.88,18.35,Healthy
5110,Pepper,Green,9.65,46.25,25.51,Healthy
5111,Cucumber,Dark Green,3.23,74.52,25.84,Mild Infection
5112,Cucumber,Dark Green,1.58,67.52,28.64,Healthy
5113,Tomato,Yellowish,1.47,67.1,25.46,Healthy
5114,Potato,Dark Green,2.19,81.4,24.2,Healthy
5115,Tomato,Dark Green,4.02,46.76,22.47,Healthy
5116,Pepper,Dark Green,7.09,59.04,32.4,Healthy
5117,Tomato,Yellowish,3.42,59.65,30.7,Healthy
5118,Tomato,Dark Green,7.03,56.58,39.3,Healthy
5119,Potato,Dark Green,5.34,62.92,26.48,Mild Infection
5120,Cucumber,Green,6.55,72.09,19.35,Mild Infection
5121,Potato,Dark Green,3.09,82.9,32.67,Mild Infection
5122,Tomato,Green,3.52,83.91,35.23,Mild Infection
5123,Tomato,Dark Green,0.83,70.79,18.18,Healthy
5124,Cucumber,Dark Green,9.92,50.2,29.26,Healthy
5125,Cucumber,Green,4.97,43.37,29.56,Healthy
5126,Tomato,Green,9.95,90.61,27.7,Severe Infection
5127,Tomato,Yellowish,4.54,73.44,20.3,Mild Infection
5128,Pepper,Dark Green,8.24,85.96,35.25,Severe Infection
5129,Pepper,Dark Green,4.52,85.8,22.42,Mild Infection
5130,Tomato,Yellowish,2.24,75.06,33.76,Healthy
5131,Potato,Green,1.54,90.42,30.32,Healthy
5132,Pepper,Dark Green,8.17,90.32,21.73,Severe Infection
5133,Tomato,Dark Green,5.46,91.61,38.11,Mild Infection
5134,Cucumber,Dark Green,4.29,40.4,19.34,Healthy
5135,Cucumber,Dark Green,4.94,85.75,39.57,Mild Infection
5136,Pepper,Green,9.42,67.66,19.14,Mild Infection
5137,Tomato,Yellowish,3.39,57.88,21.48,Healthy
5138,Cucumber,Dark Green,6.38,73.37,31.79,Mild Infection
5139,Cucumber,Green,1.96,48.13,27.42,Healthy
5140,Cucumber,Dark Green,8.31,84.28,18.43,Severe Infection
5141,Tomato,Green,7.35,93.61,31.29,Severe Infection
5142,Cucumber,Green,8.28,42.1,31.53,Healthy
5143,Potato,Yellowish,1.64,72.69,31.06,Healthy
5144,Pepper,Dark Green,2.27,93.9,26.66,Healthy
5145,Potato,Dark Green,6.44,76.72,31.41,Severe Infection
5146,Cucumber,Green,7.56,77.76,26.06,Severe Infection
5147,Cucumber,Green,3.03,87.5,38.44,Mild Infection
5148,Pepper,Yellowish,2.46,82.98,38.48,Healthy
5149,Cucumber,Green,0.05,55.1,36.13,Healthy
5150,Pepper,Dark Green,6.45,58.66,25.1,Healthy
5151,Tomato,Dark Green,1.92,58.75,35.27,Healthy
5152,Pepper,Green,7.75,76.0,38.99,Severe Infection
5153,Tomato,Green,4.26,69.24,22.11,Mild Infection
5154,Pepper,Green,3.94,77.31,31.37,Mild Infection
5155,Tomato,Green,7.2,70.49,25.23,Mild Infection
5156,Pepper,Green,6.37,81.52,32.27,Severe Infection
5157,Pepper,Yellowish,3.76,40.63,33.32,Healthy
5158,Cucumber,Dark Green,6.42,68.19,28.09,Mild Infection
5159,Cucumber,Green,0.97,70.73,31.75,Healthy
5160,Tomato,Green,5.63,83.49,26.23,Mild Infection
5161,Cucumber,Green,6.9,42.27,23.52,Healthy
5162,Pepper,Dark Green,4.02,70.76,29.71,Mild Infection
5163,Tomato,Yellowish,9.28,46.51,34.73,Healthy
5164,Tomato,Green,0.9,76.27,38.12,Healthy
5165,Potato,Yellowish,2.93,73.92,31.17,Healthy
5166,Potato,Yellowish,5.34,83.71,20.48,Mild Infection
5167,Pepper,Dark Green,8.08,87.99,29.17,Severe Infection
5168,Potato,Yellowish,2.82,46.88,18.91,Healthy
5169,Potato,Dark Green,5.21,70.82,18.48,Mild Infection
5170,Potato,Dark Green,2.12,86.54,34.19,Healthy
5171,Cucumber,Dark Green,2.57,57.4,39.47,Healthy
5172,Cucumber,Green,5.71,41.65,26.74,Healthy
5173,Cucumber,Dark Green,5.47,68.42,36.02,Mild Infection
5174,Potato,Dark Green,9.51,57.33,30.66,Healthy
5175,Potato,Dark Green,5.81,79.11,24.5,Mild Infection
5176,Pepper,Green,7.37,84.65,34.32,Severe Infection
5177,Cucumber,Yellowish,9.3,85.36,24.07,Severe Infection
5178,Pepper,Green,5.15,87.17,23.86,Mild Infection
5179,Pepper,Dark Green,7.18,76.31,36.39,Severe Infection
5180,Cucumber,Yellowish,7.05,42.48,38.54,Healthy
5181,Potato,Green,3.29,58.19,34.61,Healthy
5182,Tomato,Green,2.26,61.95,39.56,Healthy
5183,Tomato,Dark Green,8.74,45.61,31.23,Healthy
5184,Tomato,Green,8.14,64.81,38.04,Mild Infection
5185,Potato,Dark Green,3.24,71.7,35.42,Mild Infection
5186,Potato,Yellowish,1.45,47.45,24.41,Healthy
5187,Tomato,Dark Green,9.43,52.25,33.78,Healthy
5188,Tomato,Yellowish,6.24,53.14,18.92,Healthy
5189,Cucumber,Dark Green,5.51,62.12,32.17,Mild Infection
5190,Pepper,Dark Green,8.8,61.88,27.42,Mild Infection
5191,Cucumber,Green,5.85,89.12,33.82,Mild Infection
5192,Potato,Yellowish,7.46,92.28,23.38,Severe Infection
5193,Pepper,Dark Green,5.52,54.77,35.09,Healthy
5194,Potato,Yellowish,6.17,57.76,28.59,Healthy
5195,Cucumber,Dark Green,5.11,50.91,39.16,Healthy
5196,Cucumber,Dark Green,4.07,62.61,25.81,Mild Infection
5197,Tomato,Dark Green,4.97,69.93,29.96,Mild Infection
5198,Potato,Green,6.56,75.25,24.83,Severe Infection
5199,Pepper,Green,5.57,57.5,23.28,Healthy
5200,Potato,Dark Green,2.19,91.33,25.34,Healthy
5201,Pepper,Green,3.49,55.23,29.77,Healthy
5202,Tomato,Green,0.3,54.62,27.65,Healthy
5203,Potato,Yellowish,5.46,74.2,31.23,Mild Infection
5204,Pepper,Yellowish,0.48,91.41,18.19,Healthy
5205,Tomato,Yellowish,6.72,49.2,21.99,Healthy
5206,Tomato,Dark Green,3.11,94.55,22.99,Mild Infection
5207,Tomato,Green,5.55,85.75,28.34,Mild Infection
5208,Potato,Green,7.39,86.05,20.05,Severe Infection
5209,Cucumber,Yellowish,8.77,67.81,27.09,Mild Infection
5210,Cucumber,Dark Green,4.04,88.14,29.27,Mild Infection
5211,Potato,Dark Green,3.75,78.54,38.39,Mild Infection
5212,Potato,Green,0.04,70.52,35.52,Healthy
5213,Pepper,Yellowish,9.11,58.12,29.81,Healthy
5214,Cucumber,Dark Green,5.89,47.01,20.05,Healthy
5215,Tomato,Green,9.27,54.65,37.79,Healthy
5216,Cucumber,Yellowish,7.37,88.97,26.45,Severe Infection
5217,Potato,Yellowish,4.54,46.74,38.41,Healthy
5218,Potato,Yellowish,3.39,48.47,31.75,Healthy
5219,Pepper,Green,8.41,62.8,18.33,Mild Infection
5220,Pepper,Dark Green,4.48,47.65,23.21,Healthy
5221,Tomato,Dark Green,8.33,54.77,29.76,Healthy
5222,Cucumber,Yellowish,7.71,53.67,24.69,Healthy
5223,Pepper,Dark Green,7.75,53.32,21.72,Healthy
5224,Potato,Yellowish,3.31,82.47,27.56,Mild Infection
5225,Cucumber,Green,2.8,42.46,24.52,Healthy
5226,Cucumber,Dark Green,5.22,55.9,24.81,Healthy
5227,Pepper,Yellowish,9.77,44.21,35.83,Healthy
5228,Cucumber,Green,4.18,41.3,19.76,Healthy
5229,Potato,Green,8.46,79.68,19.94,Severe Infection
5230,Cucumber,Green,4.04,73.6,36.05,Mild Infection
5231,Cucumber,Dark Green,5.38,68.16,30.07,Mild Infection
5232,Tomato,Yellowish,0.18,76.77,31.86,Healthy
5233,Pepper,Green,8.47,54.58,28.89,Healthy
5234,Cucumber,Green,4.94,49.87,34.84,Healthy
5235,Potato,Green,3.48,61.85,23.91,Mild Infection
5236,Cucumber,Yellowish,6.02,70.53,37.89,Mild Infection
5237,Pepper,Yellowish,7.25,60.34,32.27,Mild Infection
5238,Potato,Yellowish,4.29,88.66,31.56,Mild Infection
5239,Pepper,Dark Green,2.08,91.83,34.61,Healthy
5240,Potato,Dark Green,7.66,84.53,33.3,Severe Infection
5241,Pepper,Yellowish,2.11,79.41,26.5,Healthy
5242,Cucumber,Green,3.44,72.46,33.3,Mild Infection
5243,Cucumber,Green,3.83,88.63,28.39,Mild Infection
5244,Cucumber,Yellowish,3.25,73.23,37.36,Mild Infection
5245,Potato,Yellowish,8.76,46.18,25.65,Healthy
5246,Tomato,Dark Green,8.35,44.3,35.34,Healthy
5247,Cucumber,Dark Green,5.2,86.99,33.11,Mild Infection
5248,Pepper,Green,2.85,63.06,22.27,Healthy
5249,Pepper,Dark Green,7.91,69.22,35.72,Mild Infection
5250,Cucumber,Yellowish,8.74,50.55,19.1,Healthy
5251,Cucumber,Yellowish,4.09,53.57,33.3,Healthy
5252,Potato,Green,3.01,56.39,18.26,Healthy
5253,Pepper,Yellowish,8.77,60.68,29.77,Mild Infection
5254,Cucumber,Yellowish,0.71,76.56,25.46,Healthy
